Date_of_journey,Flight_code,Source_ID,Destination_ID,Total_stops,Departure_Time,Arrival_Time,Duration_in_mins,Business,Economy,First,Premium_Economy
02-11-2023,G8-399,35145,26555,1-stop,20:25,12:05,940,0,7613,0,0
02-11-2023,G8-401,35145,26555,1-stop,15:40,21:45,365,0,9126,0,0
02-11-2023,G8-4035,26434,26618,non-stop,22:30,00:30,120,0,2811,0,0
02-11-2023,G8-413,26431,26496,1-stop,21:10,10:00,770,0,7553,0,0
02-11-2023,G8-413,26431,35145,1-stop,21:10,07:20,610,0,3700,0,0
02-11-2023,G8-422,26555,35141,non-stop,20:45,22:55,130,0,5184,0,0
02-11-2023,G8-459,26431,26618,1-stop,09:25,00:30,905,0,4259,0,0
02-11-2023,G8-459,26431,35145,1-stop,09:25,20:55,690,0,5000,0,0
02-11-2023,G8-459,26431,35145,1-stop,09:25,23:20,835,0,3700,0,0
02-11-2023,G8-511,26434,26496,non-stop,07:30,10:00,150,0,8042,0,0
02-11-2023,G8-511,26434,26555,1-stop,07:30,16:55,565,0,15647,0,0
02-11-2023,G8-514,26496,26434,non-stop,16:55,19:35,160,0,9552,0,0
02-11-2023,G8-514,26496,26555,1-stop,16:55,01:05,490,0,16699,0,0
02-11-2023,G8-514,26496,26555,1-stop,16:55,02:00,545,0,16699,0,0
02-11-2023,G8-514,26496,26555,1-stop,16:55,08:00,905,0,16699,0,0
02-11-2023,G8-514,26496,26618,1-stop,16:55,00:30,455,0,11788,0,0
02-11-2023,G8-530,26555,26434,non-stop,06:00,08:10,130,0,5899,0,0
02-11-2023,G8-530,26555,35145,1-stop,06:00,20:55,895,0,8866,0,0
02-11-2023,G8-532,26431,26496,non-stop,06:20,08:40,140,0,7996,0,0
02-11-2023,G8-532,26431,35145,1-stop,06:20,19:25,785,0,18023,0,0
02-11-2023,G8-532,26496,26555,1-stop,09:15,18:30,555,0,11147,0,0
02-11-2023,G8-537,26431,26496,1-stop,20:10,10:00,830,0,7553,0,0
02-11-2023,G8-537,26431,35145,1-stop,20:10,07:20,670,0,5054,0,0
02-11-2023,G8-537,26496,26434,1-stop,16:35,08:30,955,0,9855,0,0
02-11-2023,G8-537,26496,26434,1-stop,16:35,21:25,290,0,9290,0,0
02-11-2023,G8-537,26496,26434,1-stop,16:35,22:30,355,0,8160,0,0
02-11-2023,G8-537,26496,26555,1-stop,16:35,00:50,495,0,7110,0,0
02-11-2023,G8-537,26496,26555,1-stop,16:35,02:00,565,0,7110,0,0
02-11-2023,G8-537,26496,26555,1-stop,16:35,08:00,925,0,7110,0,0
02-11-2023,G8-537,26496,26555,1-stop,16:35,10:55,1100,0,7110,0,0
02-11-2023,G8-575,26434,26555,1-stop,05:00,20:20,920,0,9027,0,0
02-11-2023,G8-713,26555,26431,non-stop,20:25,22:00,95,0,3090,0,0
02-11-2023,G8-713,26555,26434,1-stop,20:25,08:30,725,0,4592,0,0
02-11-2023,G8-713,26555,26434,1-stop,20:25,10:45,860,0,5155,0,0
02-11-2023,G8-713,26555,35145,1-stop,20:25,11:25,900,0,8272,0,0
02-11-2023,G8-714,26431,26496,1-stop,23:15,08:00,525,0,7553,0,0
02-11-2023,G8-714,26431,26555,non-stop,23:15,00:50,95,0,3100,0,0
02-11-2023,G8-714,26431,35145,1-stop,23:15,08:35,560,0,6820,0,0
02-11-2023,G8-715,26431,35145,1-stop,05:00,10:05,305,0,6118,0,0
02-11-2023,G8-717,26555,26431,non-stop,16:40,18:15,95,0,3752,0,0
02-11-2023,G8-717,26555,26434,1-stop,16:40,21:25,285,0,6007,0,0
02-11-2023,G8-717,26555,26434,1-stop,16:40,22:30,350,0,5252,0,0
02-11-2023,G8-717,26555,35141,1-stop,16:40,21:30,290,0,6007,0,0
02-11-2023,G8-717,26555,35145,1-stop,16:40,23:25,405,0,8866,0,0
02-11-2023,G8-718,26431,26496,1-stop,18:55,08:00,785,0,7553,0,0
02-11-2023,G8-718,26431,26555,non-stop,18:55,20:40,105,0,3570,0,0
02-11-2023,G8-718,26431,35145,1-stop,18:55,08:35,820,0,6820,0,0
02-11-2023,G8-719,26555,26431,non-stop,06:00,07:35,95,0,2740,0,0
02-11-2023,G8-719,26555,26434,1-stop,06:00,10:45,285,0,6007,0,0
02-11-2023,G8-719,26555,26434,1-stop,06:00,16:15,615,0,6007,0,0
02-11-2023,G8-719,26555,35145,1-stop,06:00,11:25,325,0,8866,0,0
02-11-2023,G8-720,26431,26555,non-stop,08:30,10:05,95,0,4400,0,0
02-11-2023,G8-720,26431,35141,1-stop,08:30,22:55,865,0,5114,0,0
02-11-2023,G8-720,26431,35145,1-stop,08:30,21:45,795,0,6820,0,0
02-11-2023,G8-721,35145,26555,1-stop,06:30,21:50,920,0,7905,0,0
02-11-2023,G8-801,35145,26431,non-stop,06:20,08:45,145,0,6213,0,0
02-11-2023,G8-801,35145,26555,1-stop,06:20,20:40,860,0,9126,0,0
02-11-2023,G8-802,26431,26496,1-stop,09:25,22:40,795,0,7553,0,0
02-11-2023,G8-802,26431,35145,non-stop,09:25,11:25,120,0,10628,0,0
02-11-2023,G8-803,35145,26431,non-stop,18:30,20:35,125,0,6999,0,0
02-11-2023,G8-803,35145,26496,1-stop,18:30,08:40,850,0,6816,0,0
02-11-2023,G8-803,35145,26555,1-stop,18:30,00:50,380,0,9126,0,0
02-11-2023,G8-803,35145,26555,1-stop,18:30,10:05,935,0,9126,0,0
02-11-2023,G8-804,26431,35145,non-stop,21:10,23:25,135,0,5703,0,0
02-11-2023,G8-808,35145,26555,1-stop,16:05,07:15,910,0,5866,0,0
02-11-2023,G8-887,35145,26496,non-stop,20:10,22:40,150,0,8209,0,0
02-11-2023,G8-888,26496,26434,1-stop,16:50,22:05,315,0,12536,0,0
02-11-2023,G8-888,26496,26555,1-stop,16:50,00:15,445,0,18568,0,0
02-11-2023,I5-1228,26555,26434,1-stop,09:30,00:40,910,0,4827,0,0
02-11-2023,I5-1228,26555,26434,1-stop,09:30,19:00,570,0,4827,0,0
02-11-2023,I5-1228,26555,26434,1-stop,09:30,21:00,690,0,4827,0,0
02-11-2023,I5-1228,26555,26618,1-stop,09:30,17:05,455,0,6418,0,0
02-11-2023,I5-1228,26555,35141,1-stop,09:30,16:50,440,0,5955,0,0
02-11-2023,I5-1228,26555,35141,1-stop,09:30,17:20,470,0,5955,0,0
02-11-2023,I5-1228,26555,35145,non-stop,09:30,12:15,165,0,5235,0,0
02-11-2023,I5-1228,35145,26555,2+-stop,12:55,23:05,610,0,6782,0,0
02-11-2023,I5-1228,35145,35141,non-stop,12:55,14:05,70,0,3640,0,0
02-11-2023,I5-1229,35141,26434,1-stop,19:40,00:40,300,0,3991,0,0
02-11-2023,I5-1229,35141,26496,1-stop,19:40,01:10,330,0,6578,0,0
02-11-2023,I5-1229,35141,26496,1-stop,19:40,02:00,380,0,6578,0,0
02-11-2023,I5-1229,35141,26496,1-stop,19:40,07:25,705,0,6578,0,0
02-11-2023,I5-1229,35141,26618,1-stop,19:40,06:10,630,0,3061,0,0
02-11-2023,I5-1229,35141,26618,1-stop,19:40,08:35,775,0,3061,0,0
02-11-2023,I5-1426,35145,26555,2+-stop,12:45,23:05,620,0,6782,0,0
02-11-2023,I5-1426,35145,35141,non-stop,12:45,13:55,70,0,3640,0,0
02-11-2023,I5-1451,35145,26618,non-stop,05:10,06:10,60,0,1918,0,0
02-11-2023,I5-1451,35145,35141,1-stop,05:10,10:35,325,0,4293,0,0
02-11-2023,I5-1452,26618,26434,1-stop,06:45,19:00,735,0,3427,0,0
02-11-2023,I5-1452,26618,26434,1-stop,06:45,21:00,855,0,3427,0,0
02-11-2023,I5-1452,26618,26496,1-stop,06:45,15:35,530,0,8023,0,0
02-11-2023,I5-1452,26618,26496,1-stop,06:45,19:45,780,0,6358,0,0
02-11-2023,I5-1452,26618,26555,1-stop,06:45,14:20,455,0,6077,0,0
02-11-2023,I5-1452,26618,35145,non-stop,06:45,07:50,65,0,1938,0,0
02-11-2023,I5-1452,35145,26555,1-stop,08:50,20:45,715,0,5424,0,0
02-11-2023,I5-1453,35145,26434,1-stop,13:00,02:20,800,0,5133,0,0
02-11-2023,I5-1453,35145,26555,1-stop,13:00,01:45,765,0,6400,0,0
02-11-2023,I5-1453,35145,26555,1-stop,13:00,19:10,370,0,13380,0,0
02-11-2023,I5-1453,35145,26555,1-stop,13:00,22:15,555,0,9052,0,0
02-11-2023,I5-1453,35145,35141,1-stop,13:00,20:25,445,0,4849,0,0
02-11-2023,I5-1453,35145,35141,1-stop,13:00,21:05,485,0,4849,0,0
02-11-2023,I5-1455,35145,26496,1-stop,16:35,21:25,290,0,6813,0,0
02-11-2023,I5-1455,35145,26555,1-stop,16:35,00:55,500,0,5658,0,0
02-11-2023,I5-1518,35141,26496,1-stop,21:00,02:00,300,0,6578,0,0
02-11-2023,I5-1518,35141,26496,1-stop,21:00,07:25,625,0,6578,0,0
02-11-2023,I5-1518,35141,26618,1-stop,21:00,06:10,550,0,3061,0,0
02-11-2023,I5-1518,35141,26618,1-stop,21:00,08:35,695,0,3061,0,0
02-11-2023,I5-1528,35145,26555,non-stop,06:05,08:55,170,0,6068,0,0
02-11-2023,I5-1533,35145,26496,non-stop,05:10,07:25,135,0,7261,0,0
02-11-2023,I5-1536,26496,26434,1-stop,08:30,00:40,970,0,7868,0,0
02-11-2023,I5-1536,26496,26434,1-stop,08:30,19:00,630,0,7241,0,0
02-11-2023,I5-1536,26496,26434,1-stop,08:30,21:00,750,0,7241,0,0
02-11-2023,I5-1536,26496,26618,1-stop,08:30,17:05,515,0,6508,0,0
02-11-2023,I5-1536,26496,35141,1-stop,08:30,13:55,325,0,6508,0,0
02-11-2023,I5-1536,26496,35141,1-stop,08:30,14:05,335,0,6508,0,0
02-11-2023,I5-1536,26496,35141,1-stop,08:30,16:50,500,0,6508,0,0
02-11-2023,I5-1536,26496,35141,1-stop,08:30,17:20,530,0,6508,0,0
02-11-2023,I5-1543,35141,26434,1-stop,14:20,00:40,620,0,5203,0,0
02-11-2023,I5-1543,35141,26434,1-stop,14:20,19:00,280,0,3991,0,0
02-11-2023,I5-1543,35141,26434,1-stop,14:20,21:00,400,0,3991,0,0
02-11-2023,I5-1543,35141,26496,1-stop,14:20,01:10,650,0,6578,0,0
02-11-2023,I5-1543,35141,26496,1-stop,14:20,02:00,700,0,6578,0,0
02-11-2023,I5-1543,35141,26496,1-stop,14:20,19:45,325,0,6578,0,0
02-11-2023,I5-1562,35145,26496,1-stop,11:55,15:35,220,0,7265,0,0
02-11-2023,I5-1562,35145,26496,1-stop,11:55,21:25,570,0,6813,0,0
02-11-2023,I5-1562,35145,26555,1-stop,11:55,00:55,780,0,5424,0,0
02-11-2023,I5-1563,26496,26434,2+-stop,16:10,00:40,510,0,10907,0,0
02-11-2023,I5-1563,26496,26555,1-stop,16:10,00:55,525,0,6478,0,0
02-11-2023,I5-1563,26496,26618,2+-stop,16:10,06:10,840,0,9482,0,0
02-11-2023,I5-1563,26496,26618,2+-stop,16:10,08:35,985,0,9482,0,0
02-11-2023,I5-1563,26496,35141,2+-stop,16:10,08:45,995,0,10817,0,0
02-11-2023,I5-1563,26496,35141,2+-stop,16:10,10:35,1105,0,9394,0,0
02-11-2023,I5-1567,35145,26496,1-stop,06:50,15:35,525,0,8419,0,0
02-11-2023,I5-1567,35145,26496,1-stop,06:50,21:25,875,0,8419,0,0
02-11-2023,I5-1567,35145,26555,1-stop,06:50,16:20,570,0,7883,0,0
02-11-2023,I5-1569,26434,26496,1-stop,19:40,01:10,330,0,6677,0,0
02-11-2023,I5-1569,26434,26496,1-stop,19:40,02:00,380,0,6677,0,0
02-11-2023,I5-1569,26434,26496,1-stop,19:40,07:25,705,0,6677,0,0
02-11-2023,I5-1569,26434,26555,1-stop,19:40,01:25,345,0,4546,0,0
02-11-2023,I5-1569,26434,26555,1-stop,19:40,08:55,795,0,5959,0,0
02-11-2023,I5-1569,26434,26618,1-stop,19:40,06:10,630,0,4041,0,0
02-11-2023,I5-1569,26434,26618,1-stop,19:40,08:35,775,0,4041,0,0
02-11-2023,I5-1569,26434,35141,1-stop,19:40,08:45,785,0,3780,0,0
02-11-2023,I5-1569,26434,35141,1-stop,19:40,10:35,895,0,5818,0,0
02-11-2023,I5-1569,26434,35145,non-stop,19:40,21:40,120,0,2851,0,0
02-11-2023,I5-1574,35145,26434,1-stop,04:10,14:05,595,0,3893,0,0
02-11-2023,I5-1576,35145,26496,1-stop,07:40,13:00,320,0,6813,0,0
02-11-2023,I5-1576,35145,35141,non-stop,07:40,08:45,65,0,3253,0,0
02-11-2023,I5-1621,35145,26555,1-stop,05:05,10:45,340,0,5424,0,0
02-11-2023,I5-1621,35145,26555,1-stop,05:05,12:40,455,0,5424,0,0
02-11-2023,I5-1621,35145,26555,1-stop,05:05,14:30,565,0,5424,0,0
02-11-2023,I5-1622,35145,26555,1-stop,10:50,21:45,655,0,7883,0,0
02-11-2023,I5-1731,35145,26555,non-stop,17:55,20:45,170,0,5236,0,0
02-11-2023,I5-1732,26555,26618,1-stop,21:20,06:10,530,0,6418,0,0
02-11-2023,I5-1732,26555,26618,1-stop,21:20,08:35,675,0,6418,0,0
02-11-2023,I5-1732,26555,35141,1-stop,21:20,08:45,685,0,5955,0,0
02-11-2023,I5-1732,26555,35141,1-stop,21:20,10:35,795,0,8202,0,0
02-11-2023,I5-1732,26555,35145,non-stop,21:20,23:55,155,0,5235,0,0
02-11-2023,I5-1780,35145,26496,1-stop,05:25,11:35,370,0,8419,0,0
02-11-2023,I5-1780,35145,26555,1-stop,05:25,14:30,545,0,7883,0,0
02-11-2023,I5-1781,35145,26555,1-stop,12:15,19:45,450,0,5424,0,0
02-11-2023,I5-1782,35145,26434,non-stop,19:20,21:00,100,0,2941,0,0
02-11-2023,I5-1784,26434,26496,1-stop,21:50,07:25,575,0,6677,0,0
02-11-2023,I5-1784,26434,26555,1-stop,21:50,08:55,665,0,5959,0,0
02-11-2023,I5-1784,26434,26555,1-stop,21:50,14:20,990,0,4546,0,0
02-11-2023,I5-1784,26434,26618,1-stop,21:50,06:10,500,0,4041,0,0
02-11-2023,I5-1784,26434,26618,1-stop,21:50,08:35,645,0,4041,0,0
02-11-2023,I5-1784,26434,35141,1-stop,21:50,08:45,655,0,3780,0,0
02-11-2023,I5-1784,26434,35141,1-stop,21:50,10:35,765,0,5818,0,0
02-11-2023,I5-1784,26434,35145,non-stop,21:50,23:50,120,0,2851,0,0
02-11-2023,I5-1981,35145,26555,1-stop,05:05,11:45,400,0,7883,0,0
02-11-2023,I5-1982,35145,26555,1-stop,08:25,15:55,450,0,9437,0,0
02-11-2023,I5-1982,35145,26555,1-stop,08:25,21:10,765,0,10803,0,0
02-11-2023,I5-1983,35145,26434,2+-stop,15:40,02:20,640,0,7069,0,0
02-11-2023,I5-1983,35145,26434,2+-stop,15:40,06:55,915,0,7069,0,0
02-11-2023,I5-1983,35145,26555,2+-stop,15:40,01:45,605,0,12288,0,0
02-11-2023,I5-1983,35145,35141,non-stop,15:40,16:50,70,0,3640,0,0
02-11-2023,I5-2461,35145,26618,non-stop,16:05,17:05,60,0,1918,0,0
02-11-2023,I5-2472,35145,26496,1-stop,06:50,12:35,345,0,6813,0,0
02-11-2023,I5-2472,35145,26555,1-stop,06:50,19:30,760,0,5424,0,0
02-11-2023,I5-319,26496,26555,1-stop,13:20,00:55,695,0,6478,0,0
02-11-2023,I5-319,26496,26555,1-stop,13:20,01:35,735,0,8450,0,0
02-11-2023,I5-319,26496,26555,1-stop,13:20,03:55,875,0,16834,0,0
02-11-2023,I5-330,26555,26618,2+-stop,23:05,08:35,570,0,10180,0,0
02-11-2023,I5-330,26555,35141,2+-stop,23:05,10:35,690,0,8577,0,0
02-11-2023,I5-330,26555,35145,1-stop,23:05,06:55,470,0,5167,0,0
02-11-2023,I5-331,26434,26555,1-stop,03:55,19:10,915,0,10144,0,0
02-11-2023,I5-331,26434,35145,1-stop,03:55,08:20,265,0,3702,0,0
02-11-2023,I5-331,26434,35145,1-stop,03:55,16:00,725,0,5524,0,0
02-11-2023,I5-334,35145,26434,non-stop,22:50,00:40,110,0,3343,0,0
02-11-2023,I5-335,26434,26555,1-stop,07:35,14:30,415,0,7308,0,0
02-11-2023,I5-335,26434,26555,1-stop,07:35,19:45,730,0,5959,0,0
02-11-2023,I5-338,26434,26496,1-stop,20:35,02:00,325,0,6677,0,0
02-11-2023,I5-338,26434,26496,1-stop,20:35,07:25,650,0,6677,0,0
02-11-2023,I5-338,26434,26555,1-stop,20:35,08:55,740,0,5959,0,0
02-11-2023,I5-338,26434,26618,1-stop,20:35,06:10,575,0,4041,0,0
02-11-2023,I5-338,26434,26618,1-stop,20:35,08:35,720,0,4041,0,0
02-11-2023,I5-338,26434,35141,1-stop,20:35,08:45,730,0,3780,0,0
02-11-2023,I5-338,26434,35141,1-stop,20:35,10:35,840,0,5818,0,0
02-11-2023,I5-338,26434,35145,non-stop,20:35,22:15,100,0,2851,0,0
02-11-2023,I5-386,35145,26555,1-stop,03:30,08:50,320,0,5424,0,0
02-11-2023,I5-492,26434,26555,1-stop,15:15,23:05,470,0,4546,0,0
02-11-2023,I5-517,26496,26618,1-stop,07:30,12:25,295,0,6508,0,0
02-11-2023,I5-517,26496,35141,non-stop,07:30,09:50,140,0,6505,0,0
02-11-2023,I5-541,26496,26555,1-stop,05:25,16:20,655,0,6478,0,0
02-11-2023,I5-548,26555,26434,1-stop,07:10,19:55,765,0,4827,0,0
02-11-2023,I5-548,26555,26496,1-stop,07:10,12:35,325,0,6012,0,0
02-11-2023,I5-548,26555,35141,2+-stop,07:10,13:55,405,0,11441,0,0
02-11-2023,I5-548,26555,35145,1-stop,07:10,12:10,300,0,5901,0,0
02-11-2023,I5-549,26555,35145,1-stop,15:05,21:55,410,0,7875,0,0
02-11-2023,I5-549,26555,35145,1-stop,15:05,23:55,530,0,7875,0,0
02-11-2023,I5-552,26555,26496,1-stop,10:55,15:35,280,0,6012,0,0
02-11-2023,I5-552,26555,26496,1-stop,10:55,21:25,630,0,6012,0,0
02-11-2023,I5-552,26555,35145,1-stop,10:55,19:50,535,0,5901,0,0
02-11-2023,I5-552,26555,35145,1-stop,10:55,21:05,610,0,5167,0,0
02-11-2023,I5-554,26496,26618,1-stop,20:15,06:10,595,0,6508,0,0
02-11-2023,I5-554,26496,26618,1-stop,20:15,08:35,740,0,6508,0,0
02-11-2023,I5-554,26496,35141,1-stop,20:15,08:45,750,0,6508,0,0
02-11-2023,I5-554,26496,35141,1-stop,20:15,10:35,860,0,6508,0,0
02-11-2023,I5-558,35145,26496,non-stop,23:30,02:00,150,0,7261,0,0
02-11-2023,I5-560,26555,26434,1-stop,20:25,10:50,865,0,4827,0,0
02-11-2023,I5-569,26555,26434,1-stop,06:25,12:55,390,0,6375,0,0
02-11-2023,I5-569,26555,35145,1-stop,06:25,14:15,470,0,5167,0,0
02-11-2023,I5-569,26555,35145,1-stop,06:25,17:20,655,0,7875,0,0
02-11-2023,I5-582,26496,26555,1-stop,08:45,14:30,345,0,10417,0,0
02-11-2023,I5-583,26496,26555,2+-stop,12:10,21:10,540,0,10869,0,0
02-11-2023,I5-587,35141,26496,non-stop,10:50,13:00,130,0,6365,0,0
02-11-2023,I5-588,26496,26434,1-stop,14:05,00:40,635,0,7868,0,0
02-11-2023,I5-588,26496,26434,1-stop,14:05,21:00,415,0,7241,0,0
02-11-2023,I5-592,35145,26496,non-stop,17:15,19:45,150,0,7261,0,0
02-11-2023,I5-611,35145,26618,non-stop,07:35,08:35,60,0,1918,0,0
02-11-2023,I5-611,35145,35141,1-stop,07:35,10:35,180,0,3905,0,0
02-11-2023,I5-612,26618,26555,1-stop,12:55,01:25,750,0,6077,0,0
02-11-2023,I5-612,26618,26555,1-stop,12:55,20:45,470,0,6077,0,0
02-11-2023,I5-612,26618,35145,non-stop,12:55,13:50,55,0,1938,0,0
02-11-2023,I5-612,35141,26434,2+-stop,11:10,00:40,810,0,5076,0,0
02-11-2023,I5-612,35141,26434,2+-stop,11:10,19:00,470,0,4672,0,0
02-11-2023,I5-612,35141,26434,2+-stop,11:10,21:00,590,0,4672,0,0
02-11-2023,I5-612,35141,26496,2+-stop,11:10,01:10,840,0,8994,0,0
02-11-2023,I5-612,35141,26496,2+-stop,11:10,02:00,890,0,5965,0,0
02-11-2023,I5-612,35141,26496,2+-stop,11:10,19:45,515,0,8994,0,0
02-11-2023,I5-612,35141,26618,non-stop,11:10,12:25,75,0,4683,0,0
02-11-2023,I5-613,35145,26434,non-stop,17:15,19:00,105,0,2941,0,0
02-11-2023,I5-634,26496,26434,1-stop,08:10,19:55,705,0,7241,0,0
02-11-2023,I5-634,26496,26555,1-stop,08:10,19:30,680,0,6478,0,0
02-11-2023,I5-634,26496,26555,1-stop,08:10,22:15,845,0,6478,0,0
02-11-2023,I5-670,26434,26555,1-stop,23:20,10:45,685,0,10038,0,0
02-11-2023,I5-670,26434,35145,1-stop,23:20,07:05,465,0,3702,0,0
02-11-2023,I5-670,26434,35145,1-stop,23:20,08:20,540,0,4302,0,0
02-11-2023,I5-710,26555,35145,1-stop,10:10,17:20,430,0,7875,0,0
02-11-2023,I5-711,26555,26434,2+-stop,05:45,21:00,915,0,11818,0,0
02-11-2023,I5-711,26555,35145,1-stop,05:45,12:25,400,0,5167,0,0
02-11-2023,I5-721,26555,26618,2+-stop,20:40,08:35,715,0,5545,0,0
02-11-2023,I5-721,26555,35141,2+-stop,20:40,10:35,835,0,5955,0,0
02-11-2023,I5-721,26555,35145,1-stop,20:40,06:55,615,0,5167,0,0
02-11-2023,I5-740,26555,26434,1-stop,08:10,00:40,990,0,4827,0,0
02-11-2023,I5-740,26555,26434,1-stop,08:10,19:00,650,0,4827,0,0
02-11-2023,I5-740,26555,26434,1-stop,08:10,21:00,770,0,4827,0,0
02-11-2023,I5-740,26555,26618,1-stop,08:10,17:05,535,0,6418,0,0
02-11-2023,I5-740,26555,35141,1-stop,08:10,13:55,345,0,5955,0,0
02-11-2023,I5-740,26555,35141,1-stop,08:10,14:05,355,0,5955,0,0
02-11-2023,I5-740,26555,35141,1-stop,08:10,16:50,520,0,5955,0,0
02-11-2023,I5-740,26555,35141,1-stop,08:10,17:20,550,0,5955,0,0
02-11-2023,I5-740,26555,35145,non-stop,08:10,10:55,165,0,5591,0,0
02-11-2023,I5-741,35145,26555,non-stop,11:30,14:20,170,0,6068,0,0
02-11-2023,I5-743,26555,26434,1-stop,04:55,10:50,355,0,4827,0,0
02-11-2023,I5-743,26555,26434,1-stop,04:55,19:35,880,0,4827,0,0
02-11-2023,I5-743,26555,35141,1-stop,04:55,13:45,530,0,22129,0,0
02-11-2023,I5-743,26555,35145,1-stop,04:55,13:40,525,0,5901,0,0
02-11-2023,I5-743,26555,35145,1-stop,04:55,15:30,635,0,18496,0,0
02-11-2023,I5-744,26555,35145,1-stop,08:20,14:15,355,0,5167,0,0
02-11-2023,I5-744,26555,35145,1-stop,08:20,17:20,540,0,7875,0,0
02-11-2023,I5-745,26555,26434,1-stop,13:15,02:20,785,0,7846,0,0
02-11-2023,I5-745,26555,26434,1-stop,13:15,19:55,400,0,4827,0,0
02-11-2023,I5-745,26555,35141,2+-stop,13:15,20:25,430,0,8247,0,0
02-11-2023,I5-745,26555,35141,2+-stop,13:15,21:05,470,0,8247,0,0
02-11-2023,I5-745,26555,35145,1-stop,13:15,00:10,655,0,5901,0,0
02-11-2023,I5-745,26555,35145,1-stop,13:15,22:10,535,0,10039,0,0
02-11-2023,I5-745,26555,35145,1-stop,13:15,22:15,540,0,10164,0,0
02-11-2023,I5-745,26555,35145,1-stop,13:15,23:15,600,0,10039,0,0
02-11-2023,I5-749,35145,26555,non-stop,22:40,01:25,165,0,5236,0,0
02-11-2023,I5-762,26434,26555,1-stop,11:40,01:45,845,0,6468,0,0
02-11-2023,I5-762,26434,26555,1-stop,11:40,19:10,450,0,12031,0,0
02-11-2023,I5-762,26434,26555,1-stop,11:40,22:15,635,0,7921,0,0
02-11-2023,I5-762,26434,35141,1-stop,11:40,20:25,525,0,5516,0,0
02-11-2023,I5-762,26434,35141,1-stop,11:40,21:05,565,0,5516,0,0
02-11-2023,I5-762,26434,35145,2+-stop,11:40,16:00,260,0,7755,0,0
02-11-2023,I5-762,26434,35145,2+-stop,11:40,22:10,630,0,6311,0,0
02-11-2023,I5-762,26434,35145,2+-stop,11:40,23:15,695,0,6311,0,0
02-11-2023,I5-764,26555,26496,2+-stop,04:00,21:25,1045,0,11622,0,0
02-11-2023,I5-765,26434,26555,1-stop,14:45,19:30,285,0,4546,0,0
02-11-2023,I5-765,26434,26555,1-stop,14:45,22:15,450,0,4546,0,0
02-11-2023,I5-767,26555,35145,1-stop,09:30,18:10,520,0,7875,0,0
02-11-2023,I5-768,26555,35145,1-stop,15:05,00:40,575,0,5167,0,0
02-11-2023,I5-768,26555,35145,1-stop,15:05,20:45,340,0,5167,0,0
02-11-2023,I5-773,26555,26434,1-stop,20:00,02:20,380,0,6375,0,0
02-11-2023,I5-773,26555,26434,1-stop,20:00,06:55,655,0,6375,0,0
02-11-2023,I5-776,26555,35145,1-stop,16:55,00:30,455,0,5901,0,0
02-11-2023,I5-783,26555,26496,2+-stop,07:15,15:25,490,0,10317,0,0
02-11-2023,I5-783,26555,26618,1-stop,07:15,21:40,865,0,7888,0,0
02-11-2023,I5-783,26555,35145,1-stop,07:15,15:05,470,0,5901,0,0
02-11-2023,I5-784,26555,35145,1-stop,16:30,00:10,460,0,5901,0,0
02-11-2023,I5-787,26555,26618,1-stop,06:05,21:40,935,0,7888,0,0
02-11-2023,I5-787,26555,35145,1-stop,06:05,15:05,540,0,5901,0,0
02-11-2023,I5-791,26555,35145,1-stop,04:55,13:30,515,0,7875,0,0
02-11-2023,I5-792,26555,26618,1-stop,12:20,21:40,560,0,7888,0,0
02-11-2023,I5-792,26555,35145,2+-stop,12:20,23:00,640,0,12246,0,0
02-11-2023,I5-798,26555,26434,1-stop,12:45,02:20,815,0,8580,0,0
02-11-2023,I5-798,26555,35141,1-stop,12:45,20:25,460,0,9368,0,0
02-11-2023,I5-798,26555,35141,1-stop,12:45,21:05,500,0,9368,0,0
02-11-2023,I5-798,26555,35145,2+-stop,12:45,22:10,565,0,12614,0,0
02-11-2023,I5-798,26555,35145,2+-stop,12:45,23:15,630,0,12614,0,0
02-11-2023,I5-818,35145,26434,1-stop,05:30,14:05,515,0,3893,0,0
02-11-2023,I5-818,35145,26555,1-stop,05:30,19:10,820,0,10218,0,0
02-11-2023,I5-819,35145,26555,1-stop,09:05,14:30,325,0,8693,0,0
02-11-2023,I5-819,35145,26555,1-stop,09:05,19:45,640,0,7094,0,0
02-11-2023,I5-820,35145,26555,1-stop,14:50,22:40,470,0,7094,0,0
02-11-2023,I5-821,26618,26496,1-stop,22:15,07:25,550,0,6358,0,0
02-11-2023,I5-821,26618,26555,1-stop,22:15,08:55,640,0,6077,0,0
02-11-2023,I5-821,26618,35145,non-stop,22:15,23:00,45,0,1938,0,0
02-11-2023,I5-857,26555,26434,1-stop,19:05,00:40,335,0,7933,0,0
02-11-2023,I5-857,26555,26618,1-stop,19:05,06:10,665,0,7245,0,0
02-11-2023,I5-857,26555,26618,1-stop,19:05,08:35,810,0,7245,0,0
02-11-2023,I5-857,26555,35141,1-stop,19:05,08:45,820,0,5955,0,0
02-11-2023,I5-857,26555,35141,1-stop,19:05,10:35,930,0,10191,0,0
02-11-2023,I5-857,26555,35145,non-stop,19:05,21:45,160,0,7226,0,0
02-11-2023,I5-942,35145,26555,1-stop,15:00,20:45,345,0,5424,0,0
02-11-2023,I5-972,35145,26434,2+-stop,16:10,02:20,610,0,7069,0,0
02-11-2023,I5-972,35145,26434,2+-stop,16:10,06:55,885,0,7069,0,0
